Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score,Environmental_Score,Social_Score,Governance_Score,Total_ESG_Score,ESG_Risk_Category
2022,GreenCredit NBFC,41345,331.4,1252,1369,29.34,48.94,900294,599,351367084,92.96,0.145387323,18.504294,48.94,20.29144313,High Risk
2024,NextGen Lending,19739,1147.53,3267,151,17.72,49.91,1669467,1339,76456026,58.09,0.045560047,12.301467,49.91,18.68166412,High Risk
2025,FutureTrust Finance,27870,599.98,3953,1137,27.91,45.01,449925,1791,21957569,57.46,0.075334488,17.195925,45.01,18.6919113,High Risk
2024,GreenCredit NBFC,37341,638.74,1891,1665,23.71,65.42,369409,427,525049550,82.78,0.079291318,14.595409,65.42,24.03633923,High Risk
2024,Bharat MicroFinance,34471,338.86,2521,773,46.45,49.04,2798402,1009,692658264,92.34,0.130813186,30.668402,49.04,23.96484587,High Risk
2023,UrbanGrowth NBFC,16590,780.58,3191,133,50.19,74.43,3206160,1724,52687727,77.88,0.062453707,33.32016,74.43,32.35002948,High Risk
2025,EcoLend Capital,23645,1014.64,2488,523,21.95,87.81,3944479,822,651621174,59.78,0.052749494,17.114479,87.81,31.4984435,High Risk
2025,UrbanGrowth NBFC,6023,1240.67,3601,363,39.37,68.4,1718471,1454,138587755,41.09,0.04555257,25.340471,68.4,28.14036233,High Risk
2025,UrbanGrowth NBFC,31155,679.25,864,276,23.04,75.88,1685869,1614,74860879,44.39,0.094573629,15.509869,75.88,27.45479015,High Risk
2022,UrbanGrowth NBFC,29897,1605.27,1718,1817,48.28,50,257605,1127,36701647,62.99,0.043383537,29.225605,50,23.78503491,High Risk
2023,UrbanGrowth NBFC,20437,1089.82,2590,305,45.87,80.82,474366,768,575831449,38.53,0.049754246,27.996366,80.82,32.6648115,High Risk
2025,SustainFin Services,16318,1312.3,2425,286,38.27,82.82,3880458,825,797784676,72.97,0.04469043,26.842458,82.82,32.91661357,High Risk
2022,UrbanGrowth NBFC,48791,628.47,2193,539,27.69,84.23,4118359,1309,449051295,75.91,0.077941392,20.732359,84.23,31.51988426,High Risk
2022,EcoLend Capital,36575,1646.86,460,714,54.32,83.28,3357174,1083,760239477,60.67,0.09032627,35.949174,83.28,35.80488271,High Risk
2022,UrbanGrowth NBFC,45003,1286.12,1485,1359,40.86,55.57,4539396,1470,272937831,68.01,0.051969939,29.055396,55.57,25.40840678,High Risk
2023,GreenCredit NBFC,15619,1738.46,586,1753,44.55,66.39,2603277,1914,484117337,80.74,0.076124147,29.333277,66.39,28.74743276,High Risk
2022,SustainFin Services,25141,403.91,500,586,50.22,55.46,4790509,95,266021925,75.71,0.160225233,34.922509,55.46,27.17884279,High Risk
2023,Bharat MicroFinance,45836,823.26,1453,59,47.95,83.92,2326441,1346,634428714,81.03,0.069888768,31.096441,83.92,34.53288781,High Risk
2024,GreenCredit NBFC,6284,314.73,2834,414,47.84,85.42,288213,404,416888903,69.12,0.142452838,28.992213,85.42,34.38064504,High Risk
2022,Bharat MicroFinance,33094,509.5,1335,1386,25.16,73.71,336239,1600,91574846,62.95,0.10188676,15.432239,73.71,26.7834264,High Risk
2025,SustainFin Services,19466,849.64,2993,724,27.64,51,4730076,1395,823782048,73.69,0.058643299,21.314076,51,21.71768012,High Risk
2022,GreenCredit NBFC,43121,1799.71,607,332,30.7,45.64,3609845,1898,488172491,73.14,0.072344913,22.029845,45.64,20.32989147,High Risk
2024,Bharat MicroFinance,5903,1158.38,3637,301,51.67,85.22,2858791,895,875148261,93.9,0.047861701,33.860791,85.22,35.74338198,High Risk
2024,Indifi Finance,47137,727.72,2807,1013,17.29,57.81,2178075,1836,774433942,35.22,0.066290205,12.552075,57.81,21.13513858,High Risk
2022,FutureTrust Finance,46289,1519.11,609,1647,25.37,72.48,3018851,1698,570513920,55.61,0.076240393,18.240851,72.48,27.24675146,High Risk
2024,FutureTrust Finance,47849,137.4,376,769,32.72,80.85,4072356,376,141857578,73.6,0.371535022,23.704356,80.85,31.51492081,High Risk
2023,SustainFin Services,21365,803.18,1951,462,43.6,73.43,2089725,547,95484259,32.76,0.066582932,28.249725,73.43,30.53055067,High Risk
2023,Indifi Finance,27394,1241.58,3710,404,21.49,89.43,4936106,306,164317694,60.86,0.041398397,17.830106,89.43,32.19459116,High Risk
2022,EcoLend Capital,20971,1208.15,248,198,35.3,68.72,4374859,460,591710006,93.93,0.155506761,25.554859,68.72,28.3446604,High Risk
2023,Indifi Finance,47827,1254.36,2193,218,28.4,68.01,4409939,162,861042329,41.04,0.046195923,21.449939,68.01,26.85646007,High Risk
2023,NextGen Lending,48475,501.85,4068,464,23.65,70.82,1177796,551,445883834,48.9,0.087698598,15.367796,70.82,25.89141824,High Risk
2025,SustainFin Services,36359,740.45,481,196,17.46,66.68,1258990,316,415159660,57.98,0.117216371,11.73499,66.68,23.57138355,High Risk
2022,Indifi Finance,38180,1869.97,3738,1565,47.88,78.86,1361443,1604,15169799,50.25,0.030202151,30.089443,78.86,32.69691376,High Risk
2024,EcoLend Capital,11639,1950.55,668,343,42.38,86.89,3976301,718,231100355,41.38,0.067994757,29.404301,86.89,34.9154882,High Risk
2022,SustainFin Services,35212,692.87,1434,977,26.24,85.27,1069143,1528,741107865,56.92,0.079503372,16.813143,85.27,30.65674425,High Risk
2023,FutureTrust Finance,41601,1324.56,3588,1077,30.57,64.7,2526444,200,734642665,53.08,0.039281048,20.868444,64.7,25.68624562,High Risk
2025,UrbanGrowth NBFC,23970,558.46,4591,127,36.92,86.37,4255691,1854,747565420,93.46,0.07941163,26.407691,86.37,33.86507195,High Risk
2022,Indifi Finance,36356,800.2,2969,626,27.85,47.23,2659166,1685,140675236,75.89,0.060917089,19.369166,47.23,20.00411664,High Risk
2022,FutureTrust Finance,26955,1605.44,4949,153,22.49,67.78,3735844,1821,150489881,66.25,0.032090085,17.229844,67.78,25.51578923,High Risk
2023,FutureTrust Finance,31140,1052.24,3097,644,23.43,65.43,3914758,820,877106606,52.38,0.048664326,17.972758,65.43,25.04029313,High Risk
2023,GreenCredit NBFC,44325,1714.22,4131,1121,49.03,50.57,3896016,754,206839760,86.02,0.031273211,33.314016,50.57,25.17771408,High Risk
2022,EcoLend Capital,15467,1294.61,1046,465,34.39,89.16,1665043,756,575720940,32.76,0.061517638,22.299043,89.16,33.46231996,High Risk
2023,NextGen Lending,17032,1294.95,439,942,33.86,87.93,3864590,1214,514039535,44.06,0.100987744,24.18059,87.93,33.6735721,High Risk
2023,UrbanGrowth NBFC,20126,164.37,2104,313,30.5,40.09,3171691,102,566742394,71.37,0.259102574,21.471691,40.09,18.57214833,High Risk
2023,Indifi Finance,7882,1524.37,3102,694,43.91,66.89,2064155,608,287297944,30.3,0.039717669,28.410155,66.89,28.60593357,High Risk
2023,FutureTrust Finance,49703,1957.95,1972,761,48.19,47.61,1838371,203,600285854,71.16,0.036246098,30.752371,47.61,23.52320974,High Risk
2023,FutureTrust Finance,40287,998.75,2899,226,43.82,56.98,1371144,1319,803140397,88.03,0.051143116,27.663144,56.98,25.41340045,High Risk
2025,NextGen Lending,17805,401.3,1319,1783,34.39,56.59,683566,1637,848474572,51.51,0.124105476,21.317566,56.59,23.42191199,High Risk
2023,EcoLend Capital,9400,1956.26,3258,660,23.02,57.21,2201677,142,472848354,94.09,0.032846772,16.013677,57.21,21.98024181,High Risk
2024,UrbanGrowth NBFC,46614,651.24,381,358,36.67,68.76,784627,1053,479378505,77.91,0.14080503,22.786627,68.76,27.52031011,High Risk
2022,Bharat MicroFinance,31553,877.48,3107,944,44.05,65.72,4495006,1316,809646988,52.81,0.056191482,30.925006,65.72,29.01597839,High Risk
2025,UrbanGrowth NBFC,21564,247,4488,165,31.53,63.21,352255,254,194127616,48.52,0.170019019,19.270255,63.21,24.81208411,High Risk
2025,NextGen Lending,25509,310.59,3409,621,54.63,66.11,4881342,120,98096283,78.68,0.138763437,37.659342,66.11,31.18630797,High Risk
2023,FutureTrust Finance,40787,511.47,1811,494,52.4,69.91,4923394,413,547905933,32.47,0.095506917,36.363394,69.91,31.92022097,High Risk
2022,FutureTrust Finance,5764,1142.09,692,495,52.31,52.61,3065808,1696,48378475,56.49,0.08358083,34.451808,52.61,26.15197473,High Risk
2024,FutureTrust Finance,25519,1159.8,3115,1532,38.74,80.76,3294425,948,441444671,67.18,0.045295118,26.538425,80.76,32.20764555,High Risk
2023,FutureTrust Finance,15558,1251.86,3516,1470,37.11,67.62,1400179,603,877400370,33.36,0.042413146,23.666179,67.62,27.40281896,High Risk
2022,Bharat MicroFinance,21175,1209.25,3112,1930,36.35,53.18,2939324,908,326475539,42.95,0.044135222,24.749324,53.18,23.39645129,High Risk
2023,GreenCredit NBFC,31947,1040.95,3419,1892,33.77,48.59,715719,1864,369559172,37,0.048139988,20.977719,48.59,20.8895717,High Risk
2023,GreenCredit NBFC,19214,1623.99,1525,462,21.44,78.29,557413,664,707098182,87.29,0.045864186,13.421413,78.29,27.53176957,High Risk
2023,NextGen Lending,26422,1874.41,1045,1576,50.07,66.3,546041,877,439838339,82.47,0.0511836,30.588041,66.3,29.08688574,High Risk
2023,UrbanGrowth NBFC,11799,612.55,3793,1605,47.71,49.24,653000,1193,769805848,57.89,0.075752687,29.279,49.24,23.58600107,High Risk
2023,SustainFin Services,37021,347.37,320,1364,44.71,81.92,2027784,863,824392057,46.96,0.209711343,28.853784,81.92,33.31601974,High Risk
2023,Bharat MicroFinance,19509,907.67,4231,1163,42.6,75.04,2772970,455,16874539,72.94,0.052697154,28.33297,75.04,31.03296986,High Risk
2023,Bharat MicroFinance,14974,150.2,4206,420,33.66,56.36,2700674,946,61620465,64.2,0.275447725,22.896674,56.36,23.88718129,High Risk
2024,Indifi Finance,34356,1778.31,930,1669,54.82,53.88,3683354,1391,697784087,69.15,0.055624541,36.575354,53.88,27.15885602,High Risk
2025,EcoLend Capital,23840,555.44,2053,1304,32.63,51.01,4879312,1340,321850264,66.58,0.08788613,24.457312,51.01,22.67534805,High Risk
2024,SustainFin Services,43449,1143.66,4374,1436,25.51,43.57,2678151,1000,603824591,66.97,0.042524605,17.984151,43.57,18.48325514,High Risk
2023,GreenCredit NBFC,11997,318.68,1178,1626,28.34,87.21,4371740,1013,236762714,76.1,0.153485279,21.37574,87.21,32.63711611,High Risk
2023,GreenCredit NBFC,14374,1151.19,4435,800,43.61,87.86,4775149,877,203283291,33.15,0.043598129,30.941149,87.86,35.65778395,High Risk
2024,GreenCredit NBFC,41900,174.09,939,1245,27.05,60.22,4398994,1404,195167523,46.96,0.262431085,20.628994,60.22,24.35967063,High Risk
2024,SustainFin Services,7453,1560.73,4584,349,41.75,44.67,4281008,1001,291364800,64.4,0.03619876,29.331008,44.67,22.2147819,High Risk
2025,Bharat MicroFinance,5538,1915.3,1071,1207,43.43,57.04,983189,1903,514381869,39.87,0.054312779,27.041189,57.04,25.24608181,High Risk
2024,GreenCredit NBFC,15615,683.25,2197,1776,51.2,58,771690,807,886868379,39.99,0.074119939,31.49169,58,26.87715498,High Risk
2025,SustainFin Services,35593,590.61,2347,706,33.39,52.98,4020329,962,190405838,30.29,0.081351725,24.054329,52.98,23.14283939,High Risk
2023,GreenCredit NBFC,7303,951.19,3872,1961,34.59,45.02,4086707,1446,213908446,94.74,0.053908422,24.840707,45.02,20.97977547,High Risk
2022,FutureTrust Finance,23556,1277.95,3442,1699,17.76,45.08,622545,67,43549841,67.24,0.041289553,11.278545,45.08,16.92407932,High Risk
2022,Bharat MicroFinance,39103,459.03,571,652,22.02,86.93,4351386,407,276113485,49.56,0.140446883,17.563386,86.93,31.40419455,High Risk
2022,FutureTrust Finance,40027,1626.29,2052,1370,25.1,79.73,4292410,1254,382497762,57.26,0.039965236,19.35241,79.73,29.74070909,High Risk
2022,Indifi Finance,11615,477.22,743,1564,52.29,51.66,881616,1547,709095667,48.21,0.126778501,32.255616,51.66,25.2253962,High Risk
2023,Bharat MicroFinance,36468,110.4,696,1540,40.64,75.66,2286630,437,364273492,77.12,0.406244928,26.67063,75.66,30.86168697,High Risk
2022,GreenCredit NBFC,13691,1096.08,2277,1051,51.09,42.82,2222882,1411,518659045,84.81,0.051860138,32.876882,42.82,22.72980866,High Risk
2024,NextGen Lending,38578,318.78,1360,1809,27.49,52.67,2666203,992,358258934,59.12,0.148314855,19.160203,52.67,21.60838684,High Risk
2024,Indifi Finance,28732,1426.65,2563,540,28.19,74.47,480217,1264,430217966,75.34,0.040786876,17.394217,74.47,27.57557985,High Risk
2022,SustainFin Services,28940,418.19,659,200,34.95,71.22,1350962,484,662307833,43.44,0.14221045,22.320962,71.22,28.11917278,High Risk
2024,Indifi Finance,41481,1653.02,1631,87,41.39,71.25,3830223,444,407266188,37.59,0.043314981,28.664223,71.25,29.99159289,High Risk
2025,GreenCredit NBFC,8704,993.7,1533,218,20.88,58.7,3597785,1173,55027528,59.98,0.06326976,16.125785,58.7,22.4730434,High Risk
2023,SustainFin Services,38978,1175.93,378,1104,21.92,56.12,1020325,1467,401984036,91.26,0.114150374,14.172325,56.12,21.13335765,High Risk
2022,NextGen Lending,19211,454.51,4573,449,47.11,59.71,2433560,826,364229321,88.72,0.096128715,30.69956,59.71,27.16131949,High Risk
2022,SustainFin Services,41513,378.71,1516,1708,49.5,54.31,4145920,848,221840796,55.39,0.126133299,33.84592,54.31,26.49722932,High Risk
2023,FutureTrust Finance,15178,1299.46,4016,948,15.28,44.25,1783275,268,298897568,67.21,0.040228682,10.951275,44.25,16.57647397,High Risk
2024,SustainFin Services,29175,585.38,4602,1153,43.39,50.06,4865181,568,736250859,80.26,0.075878864,30.899181,50.06,24.31810585,High Risk
2023,SustainFin Services,22875,833.26,572,932,29.34,42.3,2576835,1796,546914150,76.51,0.101763252,20.180835,42.3,18.7849558,High Risk
2023,Indifi Finance,20816,1010.95,925,705,28.73,48.56,1364147,861,204751242,63.06,0.073440376,18.602147,48.56,20.17802025,High Risk
2024,NextGen Lending,37441,536.3,633,1653,37.29,54.2,2295817,337,857527315,82.14,0.122779746,24.669817,54.2,23.710057,High Risk
2023,UrbanGrowth NBFC,33846,1611.31,1943,118,45.19,57.37,3971653,355,877011829,42.51,0.041150931,31.085653,57.37,26.55315627,High Risk
2024,SustainFin Services,20620,1884.91,1593,1255,52.12,87,2778723,1474,147225302,41.5,0.041508462,34.050723,87,36.33182028,High Risk
2024,EcoLend Capital,27844,920.6,2014,1293,15.42,80.25,4449497,1488,687914799,44.79,0.059423085,13.701497,80.25,28.20921833,High Risk
2023,UrbanGrowth NBFC,36589,1843.34,4290,904,25.65,65.55,1539460,1360,678785815,78.45,0.029512666,16.92946,65.55,24.75564307,High Risk
2025,FutureTrust Finance,11110,1777.1,2941,859,30.5,72.93,1199593,1156,379122754,91.52,0.035409463,19.499593,72.93,27.74304169,High Risk
2024,NextGen Lending,33940,415.49,3451,241,18.13,48.62,3103915,918,76483273,85.33,0.105848917,13.981915,48.62,18.82291407,High Risk
2023,NextGen Lending,39585,429.43,221,175,16.42,67.06,4360075,1263,251570162,81.31,0.229651199,14.212075,67.06,24.47348298,High Risk
2024,Bharat MicroFinance,11613,1007.07,714,1604,54.74,80.15,2806498,1717,320893279,59.43,0.084319304,35.650498,80.15,34.77387712,High Risk
2025,FutureTrust Finance,42087,1099.13,2998,650,40.83,47.86,4688591,1130,433752545,57.73,0.0471119,29.186591,47.86,23.13282206,High Risk
2025,SustainFin Services,12231,748.15,3269,644,25.74,79.02,3351277,911,542776793,94.95,0.065095116,18.795277,79.02,29.37062115,High Risk
2022,Indifi Finance,16214,694.55,3080,1391,30.03,62.31,4166317,787,293452515,50.89,0.069181759,22.184317,62.31,25.3759678,High Risk
2024,UrbanGrowth NBFC,7877,919.6,4978,308,43.29,50.03,4006023,1084,472227833,67.53,0.053332246,29.980023,50.03,24.0243398,High Risk
2024,Bharat MicroFinance,37207,1411.91,1193,1849,20.81,42.55,3721589,70,333946671,54.95,0.054283407,16.207589,42.55,17.64899006,High Risk
2023,FutureTrust Finance,41855,260.35,1572,779,32,87.8,2120207,1223,493491407,55.94,0.173440061,21.320207,87.8,32.80543812,High Risk
2024,FutureTrust Finance,6147,1450.11,1788,1488,49.53,48.71,860422,589,305818380,58.84,0.049243067,30.578422,48.71,23.80622383,High Risk
2022,EcoLend Capital,12609,1859.86,4968,1860,25.85,80.4,2200918,554,193017972,78.97,0.029924895,17.710918,80.4,29.44524536,High Risk
2025,SustainFin Services,14737,1550.66,423,1704,21.91,66.92,4647553,1232,212354621,79.05,0.098753146,17.793553,66.92,25.45356716,High Risk
2025,Bharat MicroFinance,41751,464.19,4832,770,50.4,86.03,1762951,491,621530025,37.53,0.093098766,32.002951,86.03,35.44712481,High Risk
2022,UrbanGrowth NBFC,45902,266.21,4598,370,53,81.09,4547437,105,281309685,63.61,0.157435458,36.347437,81.09,35.29420528,High Risk
2024,FutureTrust Finance,10606,1031.72,2881,870,50.21,52.1,4521373,1889,519050512,80.11,0.052011848,34.647373,52.1,26.04501664,High Risk
2024,NextGen Lending,49686,1917.17,1579,1854,51.89,89.51,3633295,837,563248799,31.76,0.040467245,34.767295,89.51,37.2993754,High Risk
2022,FutureTrust Finance,49861,1656.21,4873,1644,31.31,59.56,4837801,563,268668604,61.04,0.030909571,23.623801,59.56,24.96750413,High Risk
2023,FutureTrust Finance,6095,1169.19,2262,1258,33.73,80.69,462221,364,362045598,61.44,0.052396386,20.700221,80.69,30.43802485,High Risk
2025,FutureTrust Finance,25211,371.66,2765,61,39.83,89.26,3174046,372,869809482,80.54,0.119665115,27.072046,89.26,34.94747985,High Risk
2022,Bharat MicroFinance,25669,1456.29,2500,1809,17.35,55.29,2406419,1550,335400434,94.84,0.040635782,12.816419,55.29,20.44818001,High Risk
2022,Indifi Finance,22379,1644.7,1308,137,42.27,77.3,3688246,635,762327598,64.22,0.048596867,29.050246,77.3,31.92451255,High Risk
2024,GreenCredit NBFC,27065,1876.63,3825,147,36.7,48.63,494789,895,740992744,74.88,0.030266384,22.514789,48.63,21.35554325,High Risk
2025,EcoLend Capital,42429,1263.02,2977,457,52.5,69.8,3543947,874,400600280,94.85,0.042454447,35.043947,69.8,31.47016588,High Risk
2024,NextGen Lending,21181,1077.49,2410,1466,36.76,60.66,2863651,121,364137847,68.7,0.050987811,24.919651,60.66,25.69429042,High Risk
2022,Indifi Finance,24167,1276.45,1305,1761,54.64,56.34,3778146,1046,301402725,32.27,0.055566779,36.562146,56.34,27.89287051,High Risk
2023,EcoLend Capital,15087,1892.18,4885,117,53.78,44.73,3136188,112,662424232,71.36,0.029269353,35.404188,44.73,24.05196414,High Risk
2025,FutureTrust Finance,10682,1293.44,2649,1738,31.06,48.18,4103275,1011,531479522,45.71,0.045058776,22.739275,48.18,21.29380601,High Risk
2022,Bharat MicroFinance,43729,589.42,347,1941,16.38,87.18,1559397,319,506244332,75.97,0.155004698,11.387397,87.18,29.63222098,High Risk
2022,EcoLend Capital,26152,1308.69,3708,1737,47.3,70.93,4437381,155,323880829,77.25,0.039802671,32.817381,70.93,31.14013537,High Risk
2023,SustainFin Services,42972,1771.51,3892,840,49.1,47.65,2828957,1060,360065488,68.33,0.030985855,32.288957,47.65,23.99408144,High Risk
2022,SustainFin Services,12552,1177.3,3426,1432,37.12,63.96,2593403,763,334021002,89.25,0.045122672,24.865403,63.96,26.66566997,High Risk
2022,GreenCredit NBFC,21468,1055.13,2376,1391,44.31,76.73,4270404,75,665157775,79.62,0.051933712,30.856404,76.73,32.29669468,High Risk
2025,GreenCredit NBFC,29531,1493.4,2366,1152,34.08,80.23,830419,1945,784625577,87.81,0.040480028,21.278419,80.23,30.46871771,High Risk
2025,EcoLend Capital,12084,1355.88,1493,394,40.31,76.72,1311231,1648,335049257,76.88,0.052077528,25.497231,76.72,30.68600031,High Risk
2025,Indifi Finance,48848,207.71,615,750,35.49,47.96,3932850,1177,899967394,68.44,0.241970826,25.22685,47.96,22.05284333,High Risk
2024,Indifi Finance,24163,1478.09,3281,169,34.19,86.26,2954468,844,176367317,30.27,0.037447073,23.468468,86.26,32.93351923,High Risk
2023,FutureTrust Finance,11055,874.34,3089,924,47.81,64.85,2272701,1286,702366193,54.8,0.058174378,30.958701,64.85,28.76588005,High Risk
2025,Indifi Finance,7669,1887.71,1800,315,22.18,74.77,4326465,1359,721825251,66.92,0.041768215,17.634465,74.77,27.73804679,High Risk
2024,GreenCredit NBFC,17028,1944.53,4473,1083,31.98,54.12,2076468,767,239733127,57.27,0.029039236,21.264468,54.12,22.62695609,High Risk
2024,Indifi Finance,6008,952.6,1400,631,41.97,71.81,2118031,1334,764780128,63.65,0.068412256,27.300031,71.81,29.7603742,High Risk
2023,FutureTrust Finance,20523,1940.71,2074,293,54.42,66.37,3326397,704,298645365,53.21,0.03653759,35.978397,66.37,30.71913414,High Risk
2023,SustainFin Services,7199,690.56,4872,1398,37.87,49.95,3487524,1897,899045275,65.41,0.068248885,26.209524,49.95,22.87515675,High Risk
2022,Indifi Finance,47319,1397.02,3297,1389,37.01,84.93,1548717,1519,73975508,62.67,0.038365551,23.754717,84.93,32.62076132,High Risk
2024,Indifi Finance,41207,242.6,3468,1934,35.32,71.86,2895811,619,201727744,46.07,0.174259012,24.087811,71.86,28.8540469,High Risk
2025,GreenCredit NBFC,43650,375.48,1633,1541,17.08,56.71,574382,489,263600324,53.13,0.125588689,10.822382,56.71,20.30995008,High Risk
2023,EcoLend Capital,24297,1742.6,3749,1906,41.03,70.4,3766864,701,467269974,50.32,0.032191061,28.384864,70.4,29.64833562,High Risk
