Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score
2025,NextGen Lending,39839,1984.17,4151,1770,19.7,57.81,4995186,958,638797469,86.45
2022,NextGen Lending,46766,1932.36,4881,368,41.26,41.13,554606,366,730133776,68.09
2025,UrbanGrowth NBFC,32314,341.51,672,56,21.28,54.08,3723590,420,329279461,51.31
2023,NextGen Lending,44913,1826.59,1040,135,44.82,87.05,874295,1350,698482236,69.97
2025,NextGen Lending,47494,467.49,1349,1401,21.48,46.41,4822811,491,65308922,54.36
2022,FutureTrust Finance,35288,706.96,2524,264,42.26,68.62,4291344,252,673761404,57.58
2024,SustainFin Services,30892,771.48,3970,1608,17.89,88.88,4955030,478,840178053,40.82
2022,Indifi Finance,30682,644.96,4800,893,27.54,66.04,3542862,1552,247298675,76.48
2024,GreenCredit NBFC,6589,1721.16,681,311,29.97,56.51,3860531,1376,366022929,44.32
2024,Bharat MicroFinance,35809,726.87,3683,747,27.55,69.93,676945,310,574211725,36.88
2025,Indifi Finance,23870,1651.8,1658,1599,27.43,52.83,3239165,1202,554076773,89.6
2025,EcoLend Capital,13679,1989.32,3434,1357,36.3,78.78,2263968,281,13174276,45.27
2025,NextGen Lending,13803,1697.45,3201,310,47.94,83.13,4976433,231,337010056,39.23
2023,SustainFin Services,47357,757.67,2513,105,49.93,57.61,1860640,562,62116514,87.74
2025,Bharat MicroFinance,44982,1451.38,2565,682,17.94,78.65,2207302,1684,686771820,31.4
2023,EcoLend Capital,48153,1114.45,3369,559,22.69,81.76,2756740,276,201492522,37.85
2025,UrbanGrowth NBFC,32650,1594.38,4895,1738,27.37,60.4,1339273,1556,212674427,32.07
2024,FutureTrust Finance,14529,390.89,2107,1484,42.35,87.49,4208348,1020,793343937,54.61
2023,NextGen Lending,33998,1312.46,4857,493,31.1,74.49,1168981,634,775536199,87.11
2022,FutureTrust Finance,15392,1569.97,4277,1205,34.07,62.83,4179957,593,769480489,70.73
2023,Indifi Finance,42265,1546.34,2736,590,46.38,70.53,458076,302,313603947,51.45
2023,FutureTrust Finance,9583,1930.83,3784,1818,40.68,64.85,399737,981,826009883,44.8
2022,FutureTrust Finance,31690,210.98,3165,672,38.5,48.25,1934117,1340,371502160,42.4
2023,UrbanGrowth NBFC,15328,756.98,466,1699,38.2,63.11,586471,279,524164571,52.21
2024,GreenCredit NBFC,26638,1005.45,1335,312,22.97,67.88,3492175,1456,437172061,93.19
2025,GreenCredit NBFC,21238,688.55,2258,1489,19.43,48.03,620447,1232,808882450,94.36
2022,EcoLend Capital,44113,688.6,4776,965,28.07,84.58,4419346,195,108237386,60.41
2025,NextGen Lending,27955,434.64,542,1393,45.74,69.83,407912,287,10008464,48.02
2024,EcoLend Capital,26682,1644.61,3008,1441,49.13,63.19,3564454,540,780439483,94.01
2022,GreenCredit NBFC,21462,1825.33,3929,604,46.9,79.22,499144,479,226602399,51.51
2025,Indifi Finance,10652,256.42,3332,405,21.31,78.31,1379915,1065,294357195,54.23
2025,GreenCredit NBFC,21761,394.31,1202,1999,51.76,59.35,1146140,1766,154836897,32.53
2024,EcoLend Capital,35235,534.06,479,877,30.5,62.34,736951,1097,773104332,54.68
2025,SustainFin Services,29351,1067.08,4586,526,48.51,63.48,3138698,1176,71124675,37.3
2024,NextGen Lending,16176,1603.23,1163,717,40.05,47.44,3570852,1844,298114194,64.14
2023,FutureTrust Finance,43709,235.77,2269,89,46.74,76.25,698560,1119,251948452,72.09
2024,UrbanGrowth NBFC,38914,1309.94,2770,1396,16.21,48.86,4617109,1038,477918659,81.59
2023,SustainFin Services,30639,383.74,835,1036,32.39,43.61,1296407,1291,164280818,33.43
2022,SustainFin Services,7216,1945.77,4750,1030,39.25,73.58,4925935,581,591488184,64.49
2025,FutureTrust Finance,32415,1807.67,809,854,29.79,44.12,2975424,1281,326638147,40.38
2024,GreenCredit NBFC,37657,1904.21,2323,404,46.58,83.34,1299742,222,785634003,52.74
2024,Bharat MicroFinance,43217,301.71,2441,364,43.94,56.56,1161080,110,255986792,67.11
2025,NextGen Lending,22847,1027.27,4098,1861,30.59,51.64,4368182,580,674730397,61.69
2025,Indifi Finance,22900,413.97,1722,496,32.56,61.39,3020889,614,205335282,83.12
2022,SustainFin Services,16242,1240.68,3003,762,34.66,64.15,160071,1617,260774197,77.43
2022,Indifi Finance,36073,542.2,4017,212,36.8,47.1,1745783,1336,120608657,61.14
2024,UrbanGrowth NBFC,42191,1564.2,3567,363,26.93,84.58,2340383,862,489710237,81.37
2022,UrbanGrowth NBFC,22910,1323.6,367,1962,24.16,48.88,4229189,1294,473437896,90.17
2023,UrbanGrowth NBFC,33186,1186.05,2426,1211,19.51,65.53,1852040,1279,114080158,83.26
2022,EcoLend Capital,19978,1667.93,3504,1314,20.61,70.05,208440,1643,851727967,50.19
2022,SustainFin Services,18606,1050.52,2640,1644,33.7,72.54,2188365,419,675959080,77.33
2024,UrbanGrowth NBFC,37031,612.72,3934,934,41.58,65.46,3621963,766,364780951,53.04
2023,EcoLend Capital,12421,1279.34,852,710,41.64,53.01,3824363,217,365223691,70.37
2022,UrbanGrowth NBFC,7548,1918.42,1634,1372,33.26,43.53,3009514,1557,61035457,75
2023,GreenCredit NBFC,12252,1242.2,1447,1306,39.75,87.17,3260777,1266,471882311,50.38
2023,SustainFin Services,17849,1296.28,1824,1884,53.36,79.95,3587987,1395,287741757,68.31
2023,EcoLend Capital,9608,1876.03,4050,265,54.29,53.8,2432764,190,751787349,64.63
2025,UrbanGrowth NBFC,30091,1079.02,4567,1432,48.79,45.1,495039,1306,154374872,68.81
2025,NextGen Lending,11745,1993.08,4167,178,51.58,88.86,3418270,1633,64579210,45.05
2025,EcoLend Capital,40830,403.36,2916,1247,20.44,83.87,2101282,1098,872153587,89.09
2025,UrbanGrowth NBFC,43049,1120.38,1024,1200,26.15,70.52,1274956,647,408618843,46.85
2024,GreenCredit NBFC,42530,504.51,1288,1948,53.16,65.85,3223377,1452,540673979,34.78
2022,Indifi Finance,35222,961.32,3860,976,20.21,54.35,3182513,1445,233068516,76.46
2025,Bharat MicroFinance,14640,424.09,290,624,49.98,57.55,461557,164,23040909,81.2
2024,UrbanGrowth NBFC,38734,522.8,3762,1503,32.57,83.33,2734095,798,829675692,34.7
2022,Indifi Finance,27078,500.52,514,1736,54,68.95,2001165,1210,409227441,47.06
2025,SustainFin Services,37875,708.06,4821,1859,43.66,84.83,2519262,175,331411232,30.9
2022,GreenCredit NBFC,28565,355.75,1138,1519,28.48,83.35,2756708,170,776598315,33.32
2025,NextGen Lending,49054,1637.75,3134,332,19.72,61.06,4881547,1713,785707816,63.9
2024,SustainFin Services,46582,519.28,2909,1117,24.56,47.24,1868900,418,590504020,77.22
2023,NextGen Lending,5509,891.48,2737,223,43.17,87.16,2806359,313,227021370,75.96
2023,Indifi Finance,11815,130.51,2332,622,27.84,80.2,348567,1060,750225189,75.99
2022,GreenCredit NBFC,47024,299.27,1609,1213,52.96,58.29,776313,1627,714329119,61.38
2024,FutureTrust Finance,47398,1802.92,3414,1300,36.39,84.28,921525,817,358053905,47.26
2023,GreenCredit NBFC,41639,1690.6,2999,1434,35.99,58.18,2003852,1785,117614932,77.15
2025,GreenCredit NBFC,37408,1697.75,4998,1345,47.29,72.45,4995606,1226,764381579,45.68
2023,NextGen Lending,27892,881.57,2207,1478,46.89,55.69,2631916,1345,707453360,43.56
2022,FutureTrust Finance,18276,368.91,1055,661,42.48,85.39,4621919,1509,487083702,72.92
2022,EcoLend Capital,44932,305,225,1190,53.08,41.91,807576,335,239172898,69.39
2024,EcoLend Capital,8500,1250.65,3613,241,38.19,73.98,631844,146,231089816,85.68
2022,EcoLend Capital,17546,1673.57,2018,172,51.02,49.59,4905250,1416,721677462,46.66
2023,Indifi Finance,45526,1810.22,474,318,33.82,44.76,2728755,184,447265607,37.93
2023,GreenCredit NBFC,20042,648.59,3820,483,45.48,69.07,1051374,1060,541101661,52.97
2023,UrbanGrowth NBFC,43838,709.95,1135,177,24.36,76.59,2509691,91,102946456,84.65
2023,FutureTrust Finance,43153,291.67,4030,1593,49.02,89.57,2975511,1950,423794308,77
2024,UrbanGrowth NBFC,5229,1571.38,3399,1513,29.11,46.18,4356306,753,545138016,48.71
2025,Indifi Finance,29725,623.81,2866,233,44.04,51.52,3295613,1572,118593838,41.3
2025,FutureTrust Finance,38677,1013.77,1107,185,27.9,88.99,1296493,258,864663525,85.16
2024,UrbanGrowth NBFC,16720,1864.9,3187,1537,53.13,51.43,703578,985,429841888,33.53
2022,Bharat MicroFinance,36879,1529.21,4727,1288,22.63,71.05,3967946,1487,588833565,72.54
2025,NextGen Lending,22018,200.2,4006,734,36.08,73.39,3641830,1421,144407564,87.06
2022,Indifi Finance,36118,115.49,2070,403,30.78,80.46,1365735,927,675243269,89.93
2025,Indifi Finance,9717,1596.08,2710,1225,36.39,58.22,996169,1852,409844246,63.34
2022,Bharat MicroFinance,23574,1149.75,2023,935,24.23,46.52,986003,295,595706045,30.36
2024,Indifi Finance,18235,1468.64,455,70,35.15,42.37,4340730,1862,137268588,42.52
2023,FutureTrust Finance,10189,397.95,3120,1582,20.27,44.43,987733,120,559062620,77.94
2022,UrbanGrowth NBFC,26323,1756.89,856,702,24.24,67.98,4139974,110,596637803,64.66
2023,UrbanGrowth NBFC,28465,1569.32,2751,1379,41.88,58.2,2941812,1902,797304335,39.18
2022,SustainFin Services,41242,1792.59,2839,484,33.75,81.26,3205965,1479,610508144,93.19
2022,Indifi Finance,16972,748.08,4094,1077,34.88,60.3,4992434,418,168762467,83.27
2022,EcoLend Capital,44962,623.84,4406,1806,52.27,66.02,2510721,481,814428908,75.02
2022,GreenCredit NBFC,6865,388.29,3010,1967,23.6,87.52,3957410,816,267915719,91.17
2022,NextGen Lending,38066,1867.17,1491,1781,37.07,66.61,3177945,1208,806588958,70.12
2023,NextGen Lending,41493,435.98,3124,1734,36.26,79.83,1681860,1646,162449793,62.21
2022,SustainFin Services,32967,326.7,3834,979,32.81,78.14,2640325,1953,429415917,59.48
2023,SustainFin Services,9540,466.09,247,1146,48.2,52.77,178435,554,800716971,84.16
2024,FutureTrust Finance,32773,1565.63,2968,970,37.67,66.94,4822030,633,259609738,39.32
2025,SustainFin Services,48065,1790.11,1713,154,47.82,47.44,2720131,1897,614794264,54.7
2022,UrbanGrowth NBFC,17464,1640.74,269,1414,49.4,51.58,1362112,1770,863511205,86.45
2025,FutureTrust Finance,42582,1170.15,3902,181,17.85,88.16,488254,572,132208981,32.7
2023,FutureTrust Finance,18596,1988.38,4296,369,52.51,48.38,4864423,1658,169775554,40.08
2024,NextGen Lending,36385,230.82,4183,897,45.53,88.05,3623553,1296,341082053,75.02
2024,NextGen Lending,20386,1747.66,3061,74,34.37,75.11,132231,1733,231017383,36.1
2024,EcoLend Capital,24906,912.66,4375,1497,47.8,83.27,120399,1109,712899595,45.71
2025,Indifi Finance,25802,964.73,2670,568,24.2,50.69,1128605,1888,665888984,92.48
2023,Bharat MicroFinance,11818,342.43,4772,1967,47.78,59.32,1652356,667,58363302,42.16
2022,Bharat MicroFinance,45930,163.52,1785,734,37.25,81.83,276555,1081,172809192,45.22
2022,SustainFin Services,43257,701.59,1633,1590,32.77,79.28,4410442,1738,149522457,46.59
2023,Indifi Finance,43853,432.22,2213,1881,37.84,75.82,675832,1486,402783564,32.72
2025,Indifi Finance,14037,1018.34,1640,326,43.66,54.88,3000252,1499,189182557,83.71
2022,Indifi Finance,9185,379.93,562,723,26.09,63.64,1570359,1585,85790759,45.47
2023,FutureTrust Finance,41994,362.06,1499,481,18.9,63.54,4457958,841,719411820,69.9
2022,Indifi Finance,29480,1766.26,1452,967,51.27,87.29,4742309,1807,673860423,55.69
2024,SustainFin Services,12692,1850.46,532,140,53.02,72.35,4491600,1804,667855757,68.05
2022,FutureTrust Finance,24999,1932.01,4879,1837,39.99,57.11,4796087,289,117982590,51.22
2025,SustainFin Services,11805,1392.95,3737,110,35.43,65.61,3393286,1479,317723524,30.62
2023,FutureTrust Finance,8157,1564.93,3252,1787,17.16,84.37,679612,655,315251498,69.39
2025,Bharat MicroFinance,39873,1687.99,880,384,31.63,76.09,648712,951,167333152,80.75
2023,GreenCredit NBFC,42944,1351.95,2514,680,28.61,70.47,2681956,175,42839524,56.32
2024,GreenCredit NBFC,38761,727.46,1790,948,30.34,67.03,413010,1396,802429371,49.29
2023,Bharat MicroFinance,18705,397.14,3501,672,43.77,65.35,3376909,219,44550862,54.41
2022,GreenCredit NBFC,24480,550.82,1202,1278,29.45,62.66,1040364,878,384010824,34.86
2022,GreenCredit NBFC,37957,1696.79,4854,1547,46.64,84.55,4476202,240,390267079,93.15
2024,Bharat MicroFinance,36678,1422.58,4373,105,54.63,41.93,2484736,930,653896949,56.2
2023,FutureTrust Finance,31699,966.01,3119,1266,36.85,55.18,1910063,1889,324181517,50.03
2024,Indifi Finance,31994,155.87,1017,928,26.1,75.45,4781832,348,403383611,47.47
2022,Bharat MicroFinance,34570,605.79,2108,634,53.31,83.81,3397211,182,198177115,40.71
2025,EcoLend Capital,24282,1484.91,560,728,44.27,88.42,996999,1706,771273887,90.61
2024,NextGen Lending,17793,1073.54,260,1099,23.99,87.57,4157067,1232,517517140,72.87
2025,UrbanGrowth NBFC,31542,927.51,4302,1347,54.78,58.8,2517677,1345,702631318,85.25
2025,EcoLend Capital,25633,695.99,1494,1401,15.41,83.79,4471214,1520,323232662,92.52
2023,GreenCredit NBFC,44814,1253.17,3094,64,38.04,67.42,432728,1891,504934463,45.87
2024,Indifi Finance,20637,1936.13,4816,1887,42.38,58.57,4066051,1393,457509076,66.97
2025,SustainFin Services,24795,1812.13,412,327,22.3,85.33,2241050,914,781417773,89.61
2025,Indifi Finance,33522,157.95,1388,983,17.05,70.39,3000117,533,456620963,63.88
2023,SustainFin Services,14238,1013.81,430,863,15.3,78.46,3596754,1590,859817091,81.09
2023,EcoLend Capital,32149,725.99,867,1589,52.04,52.58,638862,636,316224683,73.07
2022,Indifi Finance,48886,1070.15,2611,70,38.31,59.79,1391892,1009,569013513,87.55
2025,Indifi Finance,31534,1251.81,2262,1025,21.84,42.43,4528827,766,158900336,91.61
2022,UrbanGrowth NBFC,14256,480.05,3389,95,39.63,46.36,425037,78,163611969,35.48
2025,Bharat MicroFinance,5517,1584.98,4383,138,15.1,72.48,2153162,436,304553663,35.39
2022,EcoLend Capital,17425,1002.63,950,1864,29.95,51.09,3883488,1163,15866666,38.1
2023,Indifi Finance,26602,1984.81,2474,557,45.72,60.78,4983709,779,770134924,83.52
2024,SustainFin Services,19676,147.74,4097,322,18.99,60.61,1697948,1625,480613207,59.14
2023,NextGen Lending,26819,460.47,3926,1169,39.15,78.38,2958825,297,167208155,80.83
2022,Indifi Finance,15781,1410.3,1467,801,27.63,68.35,4736780,922,34688741,72.92
2022,SustainFin Services,23656,1420.84,620,1139,18.94,73.87,2967856,1097,175962043,82.45
2024,GreenCredit NBFC,40076,1206.16,4297,946,47.99,46.09,3680482,1894,664562209,66.84
2025,Indifi Finance,30678,1946.72,4726,800,36.93,70.34,3046239,1195,640630227,61.82
2022,SustainFin Services,9792,889.1,1583,1566,46.65,70.91,280283,1591,428495977,94.68
2022,NextGen Lending,16955,892.37,4931,267,53.74,66.65,3549937,1251,869932645,30.74
2022,EcoLend Capital,13268,1829.91,4108,1506,22.34,45.06,3867513,453,404526494,65.07
2024,GreenCredit NBFC,23693,1123.04,3854,1364,20.48,78.57,4679314,1783,154795790,88.71
2023,Indifi Finance,45676,772.08,4875,1133,54.23,67.23,1416879,970,298645654,32.74
2022,UrbanGrowth NBFC,30601,1465.98,346,1335,24.33,67.11,4125425,1358,594396277,80.97
2024,SustainFin Services,31640,1277.37,4053,935,32.08,82.48,4995599,494,796173109,51.23
2022,NextGen Lending,9439,682.18,3085,474,48.45,52.16,3435624,756,386083779,66.66
2025,UrbanGrowth NBFC,18227,666.06,4084,1274,24.21,65.34,2125306,604,352000078,88.5
2024,Indifi Finance,48701,851.66,1553,645,43.46,77.01,2722667,1906,580579882,74.6
2022,SustainFin Services,34517,236.08,4084,994,46.47,85.58,3914975,1933,148208591,38.31
2024,Indifi Finance,34702,1890.97,970,587,34.86,82.51,4364733,1483,193896593,54.62
2022,GreenCredit NBFC,11389,447.74,2323,282,34.5,78.65,4064087,1187,401015681,67.22
2023,NextGen Lending,33575,468.27,2539,211,24.15,83.69,645695,1246,608039233,59.14
2022,NextGen Lending,49188,1329.37,3661,800,40.04,53.39,2514788,1559,79883552,47.66
2024,GreenCredit NBFC,24942,1476.07,1973,1659,23.04,62.29,4753665,566,404631007,69.83
2025,Indifi Finance,29392,1499.99,2876,271,25.51,88.99,1338155,1325,203870791,71.94
2025,Indifi Finance,22229,812.64,4336,1333,38.85,40.75,1970880,1271,668865227,80.01
2025,FutureTrust Finance,30268,1759.33,1940,408,26.1,89.5,2953185,1855,540204759,34.41
2022,Indifi Finance,17240,1133.6,4741,275,33.55,45.25,3392912,1815,245942698,86.64
2023,NextGen Lending,36000,933.32,592,314,53.01,85.52,1745219,754,162008757,49.88
2022,Indifi Finance,6332,1639.73,1873,118,38.79,68.1,4117009,205,755524669,59.53
2025,UrbanGrowth NBFC,16229,562.77,240,58,45.04,54.81,2165204,547,643531922,92.09
2024,UrbanGrowth NBFC,11300,1734.35,3170,330,43.12,87.51,2381896,1935,739628094,48.19
2025,GreenCredit NBFC,22658,1123.78,2257,1625,53.11,70.18,3380793,1190,865513785,77.35
2024,UrbanGrowth NBFC,44934,1810.11,760,1268,19.27,84.42,4650413,1901,312642268,35.21
2023,Indifi Finance,30820,483.06,1114,842,22.35,59.14,3827268,1149,489214889,62.61
2024,EcoLend Capital,5337,1878.52,2295,356,42.43,72.71,3329818,1431,527528085,72.39
2022,Bharat MicroFinance,41062,1406.97,3395,1962,48.85,57.62,2144473,202,377892803,78.94
2022,Indifi Finance,34906,1274.82,1374,195,44.86,89.59,2932339,1486,850539501,32.45
2022,Bharat MicroFinance,18445,901.93,1835,1567,20.91,67.6,3868027,819,566605501,56.42
2024,NextGen Lending,6867,1917,4745,492,42.19,75.27,1780018,810,211151374,37.12
2022,FutureTrust Finance,33581,943.45,2885,1928,40.13,55.33,2844060,1941,865863560,37.2
2022,SustainFin Services,28298,1047.23,3962,1260,36.48,78.5,1687114,740,135840069,82.45
2022,NextGen Lending,5494,1584.85,2514,1747,37.56,61.58,685592,1301,675137655,88.75
2023,Bharat MicroFinance,9642,641.2,3530,358,39.29,85.08,4042859,983,843649957,30.24
2024,GreenCredit NBFC,41654,653.84,4035,531,22.24,67.31,4272873,672,130359338,88.2
2024,UrbanGrowth NBFC,13352,1573.07,2692,1888,28.3,59.12,4298896,1885,172393145,76.07
2025,EcoLend Capital,7036,344.3,4773,1481,39.5,81.22,4966126,1879,452087140,71.12
2024,NextGen Lending,19722,1663.63,2832,1646,18.18,70.14,1950216,1825,175317684,62.01
2023,SustainFin Services,21186,1287.83,1815,291,43.41,79.26,434112,1607,436068934,92.27
2024,EcoLend Capital,47467,1124.26,1231,1825,44.82,75.07,972396,1379,477743468,92.25
2023,GreenCredit NBFC,26467,535.31,1392,1642,20.75,63.69,4691293,558,395770451,85.38
2023,UrbanGrowth NBFC,30951,1594.1,2399,1779,26.36,72.86,1001857,974,323494406,91.11
2024,FutureTrust Finance,7281,1629.41,580,1406,24.24,77.9,1915105,1831,134474692,83.14
2025,Bharat MicroFinance,35695,1017.59,3232,1477,23.4,74.89,3416777,805,675008062,83.87
2022,NextGen Lending,47828,839.42,4039,632,29.67,56.11,1773917,1268,548404640,33.83
2022,NextGen Lending,6601,567.71,1550,420,45.18,59.75,603834,1729,388809947,53.69
2024,NextGen Lending,49787,1533.04,1653,723,31.27,87.58,1926310,902,348718263,39.06
2024,Bharat MicroFinance,49440,1314.96,4886,103,36.39,55.49,532576,530,237609100,77.02
2023,GreenCredit NBFC,6299,492.6,3331,626,19.91,80.62,3304419,1702,739295313,86.37
2024,EcoLend Capital,19794,1609.49,1351,1318,39.58,49.29,3458095,1864,210582284,45.52
2023,EcoLend Capital,35148,1776.19,1606,249,54.96,59.6,1601766,1145,137100314,36.51
2025,GreenCredit NBFC,34713,212.57,1393,484,44.16,56.91,3327696,1393,418066708,92.59
2024,NextGen Lending,21026,1567.6,751,1446,34.4,70.78,1549745,1904,258123885,53.04
2022,Indifi Finance,36097,1720.32,1250,1882,33.85,86.42,3804779,1695,842811888,74.04
2022,GreenCredit NBFC,23430,1983.87,2252,1458,51.9,76.14,2698187,781,560623339,36.84
2024,UrbanGrowth NBFC,40649,551.44,3579,714,31.31,47.49,4756069,429,859962138,48.23
2023,UrbanGrowth NBFC,26858,804.91,1966,1826,44.05,76.13,4094262,309,883289967,93.37
2022,FutureTrust Finance,23582,1935.76,452,1294,39.4,40.95,3178970,1425,520656497,45.6
2023,GreenCredit NBFC,8332,278.63,378,613,40.07,73.18,3299927,748,222138155,41.21
2024,SustainFin Services,38871,1095.04,456,1922,18.35,83.92,2195878,1446,519985240,38.56
2024,Bharat MicroFinance,8177,1062.81,4115,1321,41.63,58.25,1178077,319,141091740,38.17
2022,Bharat MicroFinance,33170,1252.44,2936,1144,40.68,75.88,4423386,841,70084559,88.91
2024,UrbanGrowth NBFC,49434,728.51,1679,532,44.67,71.61,1606479,376,345508084,61.01
2025,UrbanGrowth NBFC,35603,1859.24,2801,705,42.1,44.62,3978893,755,162504686,40.17
2025,UrbanGrowth NBFC,39945,613.12,1367,1862,50.19,55.5,2662612,108,675462245,44.56
2022,Indifi Finance,25885,1334.42,3816,947,54.9,74.09,4092624,1220,325954306,35.51
2025,SustainFin Services,43809,1042.26,2842,1803,22.64,41.44,2232907,1810,684494375,79.7
2023,NextGen Lending,34728,606.68,3872,374,50.54,67.44,4084366,1694,237076738,50.68
2022,NextGen Lending,13727,458.82,3239,54,26.68,67.27,2629001,1984,851857563,44.3
2022,GreenCredit NBFC,19532,1917.47,3582,1658,25.48,79.07,3951059,155,110336130,75.74
2023,Indifi Finance,44828,1166.45,947,1568,23.98,88.85,3897141,1552,383134062,53.55
2025,UrbanGrowth NBFC,30645,1247.96,2960,998,36.85,42.47,3114590,1271,897024331,84.06
2025,NextGen Lending,29708,1587.5,2910,1068,36.08,44.61,3211881,1204,48986128,79.92
2025,SustainFin Services,21647,254.33,2692,1313,49.02,55.38,1052492,1588,761611598,74.46
